Store Address,ID,Description,Location,Street No.,Street Name,city,state,zip,Location,,,,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),100 N  DATE STREET,100,N DATE STREET,Escondido,CA,92063,,N,DATE,STREET,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1600  RIVA LANE,1600,RIVA LANE ,Escondido,CA,92063,,RIVA,LANE,,,,,,,,
,8,POSS NARCOTIC CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,DUI ALCOHOL:CAUSING BODILY INJURY (F),1200 E  GRAND AVENUE,1200,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DISORD CONDUCT:ALC (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DUI ALCOHOL (M),1600 E  VALLEY PARKWAY,1600,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DISORD CONDUCT:ALC (M),1600 E  VALLEY PARKWAY,1600,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),600 N  ASH STREET,600,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS NARCOTIC CONTROLLED SUBS (M),300 N  BEECH STREET,300,N BEECH STREET,Escondido,CA,92063,,N,BEECH,STREET,,,,,,,
,8,ARSON:STRUCTURE/FOREST LAND (F),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,COMMERCIAL BURGLARY,1000 E  VALLEY PARKWAY,1000,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,OTHER SEX CRIME,1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,POSS WEAPON AT SCHOOL K-12 (F),900 E  MISSION AVENUE,900,E MISSION AVENUE,Escondido,CA,92063,,E,MISSION,AVENUE,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),400 N  ASH STREET,400,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,SIMPLE BATTERY (M),1000 E  OHIO AVENUE,1000,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,POSS NARCOTIC CONTROLLED SUBS (M),1000 E  OHIO AVENUE,1000,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,SIMPLE BATTERY (M),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,CARRY CONCEALED WEAPON ON PERSON (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),200 S  ASH STREET,200,S ASH STREET,Escondido,CA,92063,,S,ASH,STREET,,,,,,,
,8,SIMPLE BATTERY (M),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,WILLFUL CRUELTY TO CHILD: WITH INJURY/DEATH (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),500 N  BEECH STREET,500,N BEECH STREET,Escondido,CA,92063,,N,BEECH,STREET,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),100 N  DATE STREET,100,N DATE STREET,Escondido,CA,92063,,N,DATE,STREET,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DUI ALCOHOL (M),300 N  BEECH STREET,300,N BEECH STREET,Escondido,CA,92063,,N,BEECH,STREET,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),400 N  ROSE STREET,400,N ROSE STREET,Escondido,CA,92063,,N,ROSE,STREET,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),700 E  PENNSYLVANIA AVENUE,700,E PENNSYLVANIA AVENUE,Escondido,CA,92063,,E,PENNSYLVANIA,AVENUE,,,,,,,
,8,DUI W/PRIOR SPECIFIC CONVICTIONS (F),1600  RIVA LANE,1600,RIVA LANE ,Escondido,CA,92063,,RIVA,LANE,,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,COMMERCIAL ROBBERY - WEAPON USED,1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DISORD CONDUCT:ALC (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,ARSON:PROP (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),900 E  GRAND AVENUE,900,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),1000 E  OHIO AVENUE,1000,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 E  GRAND AVENUE,1000,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),400 N  ROSE STREET,400,N ROSE STREET,Escondido,CA,92063,,N,ROSE,STREET,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DUI ALCOHOL (M),600 N  ASH STREET,600,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,GRAND THEFT (Shoplifting) (F),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1400 E  MISSION AVENUE,1400,E MISSION AVENUE,Escondido,CA,92063,,E,MISSION,AVENUE,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DUI ALCOHOL:CAUSING BODILY INJURY (F),700 N  RUSTIC ROAD,700,N RUSTIC ROAD,Escondido,CA,92063,,N,RUSTIC,ROAD,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,PETTY THEFT(Shoplift) (M),900 E  VALLEY PARKWAY,900,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),300 N  ASH STREET,300,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,CARRY CONCEALED DIRK OR DAGGER (F),1600 E  VALLEY PARKWAY,1600,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),1200 E  PENNSYLVANIA AVENUE,1200,E PENNSYLVANIA AVENUE,Escondido,CA,92063,,E,PENNSYLVANIA,AVENUE,,,,,,,
,8,SHOPLIFTING (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,ARSON:PROP (F),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1600 E  VALLEY PARKWAY,1600,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,POSS NARCOTIC CONTROLLED SUBS (M),300 N  ASH STREET,300,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (F),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1600 E  VALLEY PARKWAY,1600,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,GRAND THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (F),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,POSSESS CONTROLLED SUBSTANCE (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,SIMPLE BATTERY (M),1100 E  03RD AVENUE,1100,E 03RD AVENUE,Escondido,CA,92063,,E,03RD,AVENUE,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,SIMPLE BATTERY (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,THREATEN CRIME WITH INTENT TO TERRORIZE (F),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),600  BEECHWOOD STREET,600,BEECHWOOD STREET ,Escondido,CA,92063,,BEECHWOOD,STREET,,,,,,,,
,8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),100 N  ASH STREET,100,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,TAMPER WITH VEH,1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),200 N  CEDAR STREET,200,N CEDAR STREET,Escondido,CA,92063,,N,CEDAR,STREET,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DISORD CONDUCT:ALC (M),300 S  BEECH STREET,300,S BEECH STREET,Escondido,CA,92063,,S,BEECH,STREET,,,,,,,
,8,ADW:ASSAULT WITH FIREARM ON PERS (F),1100 E  03RD AVENUE,1100,E 03RD AVENUE,Escondido,CA,92063,,E,03RD,AVENUE,,,,,,,
,8,MAYHEM (F),900 E  OHIO AVENUE,900,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1200 E  OHIO AVENUE,1200,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),500 N  ROSE STREET,500,N ROSE STREET,Escondido,CA,92063,,N,ROSE,STREET,,,,,,,
,8,DISORD CONDUCT:ALC (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DUI ALCOHOL (M),1100 E  OHIO AVENUE,1100,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,DISORD CONDUCT:ALC (M),600  HARDING STREET,600,HARDING STREET ,Escondido,CA,92063,,HARDING,STREET,,,,,,,,
,8,DISORD CONDUCT:ALC (M),600  HARDING STREET,600,HARDING STREET ,Escondido,CA,92063,,HARDING,STREET,,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),1300 E  WASHINGTON AVENUE,1300,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 PRIORS (F,300 N  DATE STREET,300,N DATE STREET,Escondido,CA,92063,,N,DATE,STREET,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),400  SAN PASQUAL VALLEY ROAD,400,SAN PASQUAL VALLEY,Escondido,CA,92063,,SAN,PASQUAL,VALLEY,ROAD,,,,,,
,8,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),700 N  ASH STREET,700,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,COMMERCIAL BURGLARY,1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,ARSON:STRUCTURE/FOREST LAND (F),400 N  ASH STREET,400,N ASH STREET,Escondido,CA,92063,,N,ASH,STREET,,,,,,,
,8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,DISORD CONDUCT:ALC (M),1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),900 E  OHIO AVENUE,900,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,TREATMENT-MANDATED FELONY HARD DRUGS W/2 PRIORS (F,900 E  WASHINGTON AVENUE,900,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),700  ROOSEVELT STREET,700,ROOSEVELT STREET ,Escondido,CA,92063,,ROOSEVELT,STREET,,,,,,,,
,8,FRAUD,1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DISORD CONDUCT:ALC (M),500 N  ROSE STREET,500,N ROSE STREET,Escondido,CA,92063,,N,ROSE,STREET,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,COMMERCIAL BURGLARY,1100 E  WASHINGTON AVENUE,1100,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,SIMPLE BATTERY (M),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,PETTY THEFT(All Other Larceny) (M),500  SAN PASQUAL VALLEY ROAD,500,SAN PASQUAL VALLEY,Escondido,CA,92063,,SAN,PASQUAL,VALLEY,ROAD,,,,,,
,8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,PETTY THEFT(Shoplift) (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),1200 E  WASHINGTON AVENUE,1200,E WASHINGTON AVENUE,Escondido,CA,92063,,E,WASHINGTON,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,COMMERCIAL BURGLARY,1200 E  PENNSYLVANIA AVENUE,1200,E PENNSYLVANIA AVENUE,Escondido,CA,92063,,E,PENNSYLVANIA,AVENUE,,,,,,,
,8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),400 N  ROSE STREET,400,N ROSE STREET,Escondido,CA,92063,,N,ROSE,STREET,,,,,,,
,8,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1200 E  VALLEY PARKWAY,1200,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1000 E  GRAND AVENUE,1000,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,DISORD CONDUCT:ALC (M),1200 E  OHIO AVENUE,1200,E OHIO AVENUE,Escondido,CA,92063,,E,OHIO,AVENUE,,,,,,,
,8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500 E  VALLEY PARKWAY,1500,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1500 E  GRAND AVENUE,1500,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VANDALISM ($400 OR MORE) (F),1200  JEFFERSON AVENUE,1200,JEFFERSON AVENUE ,Escondido,CA,92063,,JEFFERSON,AVENUE,,,,,,,,
,8,PETTY THEFT(from Building) (M),1300 E  GRAND AVENUE,1300,E GRAND AVENUE,Escondido,CA,92063,,E,GRAND,AVENUE,,,,,,,
,8,VEHICLE BREAK-IN/THEFT,1400 E  VALLEY PARKWAY,1400,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,USE/UNDER INFL OF CONTROLLED SUBS (M),1100 E  VALLEY PARKWAY,1100,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,VANDALISM [$400 OR LESS] (M),1000 E  02ND AVENUE,1000,E 02ND AVENUE,Escondido,CA,92063,,E,02ND,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),700 N  RUSTIC ROAD,700,N RUSTIC ROAD,Escondido,CA,92063,,N,RUSTIC,ROAD,,,,,,,
,8,CARRY CONCEALED DIRK OR DAGGER (F),1300 E  VALLEY PARKWAY,1300,E VALLEY PARKWAY,Escondido,CA,92063,,E,VALLEY,PARKWAY,,,,,,,
,8,DISORD CONDUCT:ALC (M),1000 E  PENNSYLVANIA AVENUE,1000,E PENNSYLVANIA AVENUE,Escondido,CA,92063,,E,PENNSYLVANIA,AVENUE,,,,,,,
,8,DUI ALCOHOL (M),1400  JEFFERSON AVENUE,1400,JEFFERSON AVENUE ,Escondido,CA,92063,,JEFFERSON,AVENUE,,,,,,,,
